,UserID,Age,Gender,Location,Income,Profession,Demographics,Platform,Total Time Spent,Video Category,Video Length,Time Spent On Video,Frequency,Satisfaction,Watch Reason,Watch Time,Addiction Level,Generation,Income Group
922,923,64,Female,India,44087,Students,Rural,TikTok,297,Jokes/Memes,8,6,Evening,1,Entertainment,4:25 PM,0,Baby Boomers,Lower-Middle Income
923,924,25,Female,Mexico,32828,Waiting staff,Rural,TikTok,125,Jokes/Memes,14,3,Evening,1,Habit,4:25 PM,0,Gen Z,Low Income
924,925,57,Other,United States,81610,driver,Rural,Instagram,46,Pranks,1,15,Night,2,Entertainment,10:15 PM,0,Gen X,Upper-Middle Income
925,926,61,Male,Pakistan,21401,Artist,Rural,Instagram,291,Entertainment,23,29,Evening,2,Habit,4:25 PM,0,Baby Boomers,Low Income
926,927,36,Female,Barzil,35193,Labor/Worker,Rural,Instagram,146,Jokes/Memes,21,3,Afternoon,2,Entertainment,5:45 PM,0,Millenials,Low Income
927,928,59,Other,United States,64864,Waiting staff,Rural,Instagram,236,Trends,23,11,Evening,4,Procrastination,4:25 PM,2,Gen X,Middle Income
928,929,58,Female,United States,40307,Teacher,Rural,Facebook,191,Life Hacks,12,3,Evening,2,Entertainment,4:25 PM,0,Gen X,Lower-Middle Income
929,930,54,Female,Mexico,39611,Waiting staff,Rural,YouTube,95,Life Hacks,25,28,Night,2,Entertainment,10:15 PM,0,Gen X,Lower-Middle Income
930,931,23,Male,Mexico,63791,driver,Rural,Instagram,62,Jokes/Memes,2,10,Evening,2,Procrastination,4:25 PM,0,Gen Z,Middle Income
931,932,43,Male,India,31950,Waiting staff,Rural,Facebook,244,Gaming,13,18,Afternoon,7,Habit,5:45 PM,5,Millenials,Low Income
932,933,51,Male,India,96240,Labor/Worker,Rural,YouTube,276,Jokes/Memes,27,1,Afternoon,1,Habit,5:45 PM,0,Gen X,High Income
933,934,62,Male,India,97403,Students,Rural,Instagram,296,Jokes/Memes,4,16,Evening,2,Habit,4:25 PM,0,Baby Boomers,High Income
934,935,23,Female,Vietnam,22745,Students,Rural,YouTube,109,Life Hacks,20,16,Afternoon,2,Habit,5:45 PM,0,Gen Z,Low Income
935,936,54,Male,Vietnam,75243,Labor/Worker,Urban,Instagram,96,Jokes/Memes,18,27,Night,1,Boredom,10:15 PM,0,Gen X,Middle Income
936,937,50,Other,India,23866,Labor/Worker,Rural,Facebook,24,Pranks,19,10,Evening,2,Procrastination,4:25 PM,0,Gen X,Low Income
937,938,39,Female,India,52245,Students,Urban,TikTok,110,Gaming,16,1,Evening,7,Boredom,4:25 PM,5,Millenials,Lower-Middle Income
938,939,38,Male,India,64724,driver,Urban,TikTok,174,Jokes/Memes,27,4,Afternoon,7,Habit,5:45 PM,5,Millenials,Middle Income
939,940,23,Male,Indonesia,91354,Students,Rural,YouTube,38,Jokes/Memes,14,3,Afternoon,2,Procrastination,5:45 PM,0,Gen Z,High Income
940,941,23,Male,Mexico,71374,Labor/Worker,Rural,Facebook,123,Trends,29,5,Afternoon,7,Habit,5:45 PM,5,Gen Z,Middle Income
941,942,21,Male,Philippines,50116,Labor/Worker,Rural,TikTok,116,Pranks,8,12,Afternoon,2,Boredom,5:45 PM,0,Gen Z,Lower-Middle Income
942,943,47,Female,Vietnam,40447,Waiting staff,Rural,Instagram,139,Vlogs,12,25,Evening,7,Habit,4:25 PM,5,Gen X,Lower-Middle Income
943,944,28,Female,Pakistan,50431,Labor/Worker,Rural,TikTok,93,ASMR,9,12,Night,2,Entertainment,10:15 PM,0,Millenials,Lower-Middle Income
944,945,47,Other,Indonesia,37908,Labor/Worker,Rural,YouTube,280,ASMR,6,13,Evening,2,Habit,4:25 PM,0,Gen X,Low Income
945,946,48,Female,United States,49336,Manager,Rural,YouTube,253,ASMR,26,24,Afternoon,4,Habit,5:45 PM,2,Gen X,Lower-Middle Income
946,947,41,Male,United States,60992,Cashier,Urban,Facebook,223,ASMR,18,12,Night,2,Boredom,10:15 PM,0,Millenials,Middle Income
947,948,26,Other,India,75350,Labor/Worker,Rural,YouTube,175,Life Hacks,2,25,Afternoon,2,Boredom,5:45 PM,0,Gen Z,Middle Income
948,949,20,Male,Philippines,89561,Manager,Rural,TikTok,288,Gaming,23,16,Evening,2,Boredom,4:25 PM,0,Gen Z,Upper-Middle Income
949,950,48,Male,United States,71955,Cashier,Rural,TikTok,68,Life Hacks,8,13,Evening,7,Entertainment,4:25 PM,5,Gen X,Middle Income
950,951,57,Male,Barzil,81240,Artist,Rural,TikTok,99,Pranks,24,5,Night,2,Boredom,10:15 PM,0,Gen X,Upper-Middle Income
951,952,54,Male,India,40093,driver,Rural,TikTok,203,Pranks,14,24,Night,1,Habit,10:15 PM,0,Gen X,Lower-Middle Income
952,953,53,Female,Barzil,26155,driver,Urban,Facebook,132,Trends,6,4,Evening,7,Boredom,4:25 PM,5,Gen X,Low Income
953,954,41,Female,India,66607,driver,Rural,Instagram,145,Comedy,10,21,Night,7,Boredom,10:15 PM,5,Millenials,Middle Income
954,955,48,Male,India,53487,Teacher,Rural,Instagram,148,Entertainment,8,15,Evening,7,Habit,4:25 PM,5,Gen X,Lower-Middle Income
955,956,23,Male,United States,75668,Cashier,Rural,Facebook,238,Vlogs,17,12,Evening,2,Entertainment,4:25 PM,0,Gen Z,Middle Income
956,957,19,Male,India,40963,Cashier,Rural,YouTube,283,Pranks,25,19,Evening,4,Entertainment,4:25 PM,2,Gen Z,Lower-Middle Income
957,958,37,Male,Germany,70124,Artist,Urban,Instagram,59,Jokes/Memes,29,21,Afternoon,2,Habit,5:45 PM,0,Millenials,Middle Income
958,959,45,Other,Vietnam,72870,Labor/Worker,Rural,YouTube,127,Vlogs,12,28,Morning,2,Boredom,9:55 AM,0,Gen X,Middle Income
959,960,28,Male,Germany,76547,driver,Urban,Instagram,211,Life Hacks,17,19,Evening,2,Habit,4:25 PM,0,Millenials,Middle Income
960,961,21,Female,Germany,84110,Manager,Rural,YouTube,200,Life Hacks,13,21,Afternoon,7,Boredom,5:45 PM,5,Gen Z,Upper-Middle Income
961,962,32,Male,Japan,73554,Students,Rural,Facebook,190,Pranks,19,11,Afternoon,7,Procrastination,5:45 PM,5,Millenials,Middle Income
962,963,23,Other,Vietnam,40936,Students,Urban,TikTok,87,Trends,12,21,Afternoon,2,Habit,5:45 PM,0,Gen Z,Lower-Middle Income
963,964,47,Male,Indonesia,24426,Waiting staff,Rural,YouTube,84,Gaming,16,6,Evening,7,Boredom,4:25 PM,5,Gen X,Low Income
964,965,55,Female,Philippines,47606,Students,Rural,TikTok,290,Entertainment,25,9,Afternoon,7,Boredom,5:45 PM,5,Gen X,Lower-Middle Income
965,966,19,Male,India,67832,Students,Rural,YouTube,30,Gaming,27,1,Night,7,Entertainment,10:15 PM,5,Gen Z,Middle Income
966,967,32,Female,India,48151,driver,Rural,YouTube,180,ASMR,5,12,Night,7,Habit,10:15 PM,5,Millenials,Lower-Middle Income
967,968,28,Male,Indonesia,99303,Students,Rural,YouTube,24,Life Hacks,25,26,Evening,4,Habit,4:25 PM,2,Millenials,High Income
968,969,25,Female,United States,31308,Waiting staff,Rural,YouTube,220,Gaming,16,14,Morning,2,Boredom,9:55 AM,2,Gen Z,Low Income
969,970,43,Female,United States,82522,Students,Urban,YouTube,57,Entertainment,25,6,Night,2,Habit,10:15 PM,0,Millenials,Upper-Middle Income
970,971,62,Female,Germany,65671,Students,Rural,TikTok,95,Gaming,6,1,Night,1,Entertainment,10:15 PM,0,Baby Boomers,Middle Income
971,972,61,Other,Indonesia,22204,Artist,Rural,YouTube,158,Entertainment,11,22,Evening,7,Boredom,4:25 PM,5,Baby Boomers,Low Income
972,973,22,Female,Vietnam,51131,driver,Rural,TikTok,197,Jokes/Memes,17,2,Night,2,Entertainment,10:15 PM,0,Gen Z,Lower-Middle Income
973,974,23,Female,Germany,72428,Teacher,Urban,Facebook,160,Jokes/Memes,26,24,Night,4,Habit,10:15 PM,2,Gen Z,Middle Income
974,975,43,Female,Barzil,53870,Students,Rural,Instagram,150,Vlogs,23,11,Night,4,Boredom,10:15 PM,2,Millenials,Lower-Middle Income
975,976,21,Male,Japan,69067,Engineer,Rural,YouTube,78,ASMR,14,3,Evening,2,Boredom,4:25 PM,0,Gen Z,Middle Income
976,977,36,Male,Pakistan,78585,Students,Rural,Instagram,269,Entertainment,6,10,Evening,7,Habit,4:25 PM,5,Millenials,Middle Income
977,978,37,Male,United States,41607,driver,Rural,TikTok,18,Pranks,25,6,Evening,7,Procrastination,4:25 PM,5,Millenials,Lower-Middle Income
978,979,50,Female,Japan,44968,Waiting staff,Rural,Facebook,130,Jokes/Memes,23,6,Morning,2,Habit,9:55 AM,0,Gen X,Lower-Middle Income
979,980,37,Female,United States,31908,Labor/Worker,Rural,Facebook,110,Gaming,28,20,Evening,7,Habit,4:25 PM,5,Millenials,Low Income
980,981,29,Male,Philippines,46423,driver,Rural,Facebook,158,Gaming,11,21,Evening,1,Boredom,4:25 PM,0,Millenials,Lower-Middle Income
981,982,64,Female,Pakistan,94707,Labor/Worker,Rural,Instagram,155,Life Hacks,12,2,Evening,2,Boredom,4:25 PM,0,Baby Boomers,High Income
982,983,18,Female,India,98257,Students,Urban,TikTok,252,Life Hacks,13,26,Afternoon,4,Boredom,5:45 PM,2,Gen Z,High Income
983,984,43,Female,India,81215,Labor/Worker,Rural,YouTube,250,ASMR,4,26,Evening,4,Procrastination,4:25 PM,2,Millenials,Upper-Middle Income
984,985,31,Female,Philippines,75835,Students,Rural,YouTube,52,Gaming,7,24,Night,4,Habit,10:15 PM,2,Millenials,Middle Income
985,986,55,Female,Germany,69429,Students,Rural,TikTok,104,Trends,2,10,Night,7,Boredom,10:15 PM,5,Gen X,Middle Income
986,987,54,Other,India,58458,driver,Rural,Instagram,235,Jokes/Memes,6,23,Night,2,Boredom,10:15 PM,0,Gen X,Lower-Middle Income
987,988,28,Female,Indonesia,66169,Artist,Urban,YouTube,15,Life Hacks,6,26,Evening,4,Entertainment,4:25 PM,2,Millenials,Middle Income
988,989,53,Male,Philippines,27659,Labor/Worker,Urban,TikTok,223,Vlogs,18,6,Morning,4,Habit,9:55 AM,2,Gen X,Low Income
989,990,30,Male,Indonesia,80614,Labor/Worker,Rural,YouTube,215,Trends,20,23,Evening,4,Boredom,4:25 PM,2,Millenials,Upper-Middle Income
990,991,60,Female,India,97240,Labor/Worker,Urban,Facebook,76,Jokes/Memes,8,28,Afternoon,7,Habit,5:45 PM,5,Baby Boomers,High Income
991,992,20,Other,Germany,52793,Artist,Urban,YouTube,109,Vlogs,8,17,Afternoon,2,Boredom,5:45 PM,0,Gen Z,Lower-Middle Income
992,993,50,Male,Philippines,66473,Teacher,Rural,Instagram,21,Life Hacks,29,14,Night,2,Procrastination,10:15 PM,0,Gen X,Middle Income
993,994,23,Female,India,75751,Students,Urban,TikTok,246,ASMR,8,5,Night,2,Habit,10:15 PM,0,Gen Z,Middle Income
994,995,27,Male,United States,98915,Waiting staff,Urban,Instagram,267,Jokes/Memes,8,23,Night,2,Procrastination,10:15 PM,0,Gen Z,High Income
995,996,22,Male,India,74254,Students,Rural,TikTok,144,Gaming,1,17,Afternoon,1,Procrastination,5:45 PM,0,Gen Z,Middle Income
996,997,40,Female,Pakistan,27006,Waiting staff,Urban,Facebook,231,Life Hacks,2,2,Night,2,Boredom,10:15 PM,0,Millenials,Low Income
997,998,27,Male,India,94218,Waiting staff,Rural,TikTok,165,Pranks,12,9,Night,1,Procrastination,10:15 PM,0,Gen Z,High Income
998,999,61,Male,Pakistan,85344,Students,Urban,YouTube,151,Life Hacks,15,12,Night,7,Procrastination,10:15 PM,5,Baby Boomers,Upper-Middle Income
999,1000,19,Male,India,53840,driver,Urban,YouTube,167,Pranks,4,19,Evening,4,Procrastination,4:25 PM,2,Gen Z,Lower-Middle Income
